sales,order_date,product,customer,country,region,employee,category,weekday,month,quarter,semester
285.51,2000-01-31,Streaming Media Player,Global Corp,France,Europa,Sarah Moore,Home Electronics,Monday,January,Q1,1st sem.
17.37,2000-01-31,Leather Office Chair,Reboot IT,Canada,América,Michael Davis,Office Furniture,Monday,January,Q1,1st sem.
549.6,2000-01-31,Solid State Drive,Pinnacle Tech,Japan,Asia,John Smith,Storage Devices,Monday,January,Q1,1st sem.
249.62,2000-01-31,Drone with Camera,SysTech Ltd.,Germany,Europa,Joseph Taylor,Electronics,Monday,January,Q1,1st sem.
665.26,2000-01-31,Pet Bed,NextGen Innovators,USA,América,Joseph Taylor,Pet Supplies,Monday,January,Q1,1st sem.
174,2000-01-31,Women's Sandals,Ultra Tech,Italy,Europa,Sarah Moore,Footwear,Monday,January,Q1,1st sem.
892.74,2000-02-01,Men's Sneakers,Global Corp,South Korea,Asia,Laura Adams,Footwear,Tuesday,February,Q1,1st sem.
758.9,2000-02-02,Dumbbell Set,Tech Pioneers,Brazil,América,Sandra Anderson,Fitness Equipment,Wednesday,February,Q1,1st sem.
610.43,2000-02-02,Virtual Reality Headset,Innovate Unlimited,India,Asia,Patricia Brown,Electronics,Wednesday,February,Q1,1st sem.
196.39,2000-02-02,Smartphone Alpha,Future Gadgets,South Korea,Asia,Michael Davis,Mobile Devices,Wednesday,February,Q1,1st sem.
775.47,2000-02-02,Smartphone Alpha,Nebula Innovations,Germany,Europa,Michael Davis,Mobile Devices,Wednesday,February,Q1,1st sem.
213.86,2000-02-02,Smartphone Alpha,Pinnacle Tech,Japan,Asia,Robert Johnson,Mobile Devices,Wednesday,February,Q1,1st sem.
607.23,2000-02-02,Monitor 4K,Elite Tech,France,Europa,Joseph Taylor,Monitors,Wednesday,February,Q1,1st sem.
694.55,2000-02-02,Camping Tent,Innovate Unlimited,Egypt,África,Laura Adams,Outdoor Gear,Wednesday,February,Q1,1st sem.
198.58,2000-02-03,Smartphone Beta,Infinity Solutions,USA,América,Robert Johnson,Mobile Devices,Thursday,February,Q1,1st sem.
362.47,2000-02-03,Notebook Professional,NextGen Innovators,Kenya,África,Michael Davis,Computers,Thursday,February,Q1,1st sem.
608.83,2000-02-04,Children's Backpack,Innovate Unlimited,France,Europa,Linda Miller,School Supplies,Friday,February,Q1,1st sem.
576.89,2000-02-04,Camping Tent,Infinity Solutions,South Africa,África,Robert Johnson,Outdoor Gear,Friday,February,Q1,1st sem.
823.3,2000-02-05,Noise Cancelling Headphones,Ultra Tech,Mexico,América,Patricia Brown,Audio Equipment,Saturday,February,Q1,1st sem.
164.54,2000-02-05,Notebook Professional,Ultra Tech,India,Asia,Michael Davis,Computers,Saturday,February,Q1,1st sem.
172.13,2000-02-05,USB Keyboard,Tech Pioneers,USA,América,Linda Miller,Computer Accessories,Saturday,February,Q1,1st sem.
363.52,2000-02-05,Ergonomic Desk,Ultra Tech,France,Europa,John Smith,Office Furniture,Saturday,February,Q1,1st sem.
734.61,2000-02-05,4K Television,Reboot IT,Italy,Europa,Sandra Anderson,Home Electronics,Saturday,February,Q1,1st sem.
213.85,2000-02-05,Science Fiction Novel,Pioneer Tech,South Korea,Asia,Laura Adams,Books,Saturday,February,Q1,1st sem.
749.8,2000-02-05,Microwave Oven,Infinity Solutions,China,Asia,Laura Adams,Kitchen Appliances,Saturday,February,Q1,1st sem.
69.88,2000-02-05,Sculpture,SysTech Ltd.,Germany,Europa,William Wilson,Art,Saturday,February,Q1,1st sem.
894.68,2000-02-05,Landscape Painting,Gadget Galaxy,South Africa,África,Sandra Anderson,Art,Saturday,February,Q1,1st sem.
595.23,2000-02-05,Microwave Oven,Ultra Tech,Germany,Europa,Linda Miller,Kitchen Appliances,Saturday,February,Q1,1st sem.
396.59,2000-02-05,Bluetooth Speaker,Global Corp,Kenya,África,Robert Johnson,Audio Equipment,Saturday,February,Q1,1st sem.
727.06,2000-02-05,Espresso Machine,Ultra Tech,Italy,Europa,John Smith,Kitchen Appliances,Saturday,February,Q1,1st sem.
175.87,2000-02-06,Electric Guitar,NextGen Innovators,Italy,Europa,Sandra Anderson,Musical Instruments,Sunday,February,Q1,1st sem.
559.65,2000-02-06,Ergonomic Desk,Ultra Tech,South Korea,Asia,Robert Johnson,Office Furniture,Sunday,February,Q1,1st sem.
848.89,2000-02-06,Notebook Basic,Pioneer Tech,USA,América,Patricia Brown,Computers,Sunday,February,Q1,1st sem.
729.71,2000-02-06,Robot Vacuum,Reboot IT,Italy,Europa,Sarah Moore,Home Appliances,Sunday,February,Q1,1st sem.
66.18,2000-02-06,Science Fiction Novel,Innovate Unlimited,Italy,Europa,John Smith,Books,Sunday,February,Q1,1st sem.
774.42,2000-02-06,Tablet Alpha,Pinnacle Tech,France,Europa,Joseph Taylor,Mobile Devices,Sunday,February,Q1,1st sem.
685.92,2000-02-07,Acoustic Piano,Innovate Unlimited,USA,América,Michael Davis,Musical Instruments,Monday,February,Q1,1st sem.
365.1,2000-02-07,Biography Book,Ultra Tech,Italy,Europa,Sandra Anderson,Books,Monday,February,Q1,1st sem.
288.2,2000-02-08,Children's Backpack,Reboot IT,China,Asia,Sandra Anderson,School Supplies,Tuesday,February,Q1,1st sem.
57.07,2000-02-08,Pet Bed,Pinnacle Tech,Mexico,América,John Smith,Pet Supplies,Tuesday,February,Q1,1st sem.
431.68,2000-02-08,LED Desk Lamp,Elite Tech,South Africa,África,Sarah Moore,Lighting,Tuesday,February,Q1,1st sem.
776.86,2000-02-08,Robot Vacuum,Pinnacle Tech,Nigeria,África,Michael Davis,Home Appliances,Tuesday,February,Q1,1st sem.
473.83,2000-02-09,Espresso Machine,Global Corp,Kenya,África,William Wilson,Kitchen Appliances,Wednesday,February,Q1,1st sem.
425.74,2000-02-09,Video Game Controller,Gadget Galaxy,Spain,Europa,Michael Davis,Video Games,Wednesday,February,Q1,1st sem.
375.43,2000-02-10,Smartphone Beta,Reboot IT,Egypt,África,Laura Adams,Mobile Devices,Thursday,February,Q1,1st sem.
668.86,2000-02-11,USB Keyboard,Nebula Innovations,Mexico,América,Robert Johnson,Computer Accessories,Friday,February,Q1,1st sem.
442.83,2000-02-11,Espresso Machine,SysTech Ltd.,South Korea,Asia,Linda Miller,Kitchen Appliances,Friday,February,Q1,1st sem.
394.31,2000-02-11,Acoustic Piano,Global Corp,Mexico,América,Robert Johnson,Musical Instruments,Friday,February,Q1,1st sem.
608.42,2000-02-12,Video Game Controller,Pioneer Tech,India,Asia,John Smith,Video Games,Saturday,February,Q1,1st sem.
51.26,2000-02-12,Yoga Mat,Innovate Unlimited,South Korea,Asia,William Wilson,Fitness Equipment,Saturday,February,Q1,1st sem.
341.91,2000-02-13,Biography Book,Elite Tech,Italy,Europa,Sandra Anderson,Books,Sunday,February,Q1,1st sem.
935.47,2000-02-13,External Hard Drive,Future Gadgets,USA,América,Sarah Moore,Storage Devices,Sunday,February,Q1,1st sem.
331.42,2000-02-13,Landscape Painting,Gadget Galaxy,South Korea,Asia,William Wilson,Art,Sunday,February,Q1,1st sem.
260.28,2000-02-13,Robot Vacuum,Gadget Galaxy,Brazil,América,Joseph Taylor,Home Appliances,Sunday,February,Q1,1st sem.
818.12,2000-02-14,Biography Book,Reboot IT,South Korea,Asia,Robert Johnson,Books,Monday,February,Q1,1st sem.
447.09,2000-02-15,Notebook Professional,Global Corp,Germany,Europa,John Smith,Computers,Tuesday,February,Q1,1st sem.
119.03,2000-02-15,Fitness Tracker,Tech Pioneers,France,Europa,John Smith,Wearables,Tuesday,February,Q1,1st sem.
675.8,2000-02-15,Monitor HD,Reboot IT,Brazil,América,Sandra Anderson,Monitors,Tuesday,February,Q1,1st sem.
376.14,2000-02-16,Streaming Media Player,Innovate Unlimited,Canada,América,Laura Adams,Home Electronics,Wednesday,February,Q1,1st sem.
892.05,2000-02-16,Biography Book,Reboot IT,Kenya,África,William Wilson,Books,Wednesday,February,Q1,1st sem.
620.41,2000-02-16,Hiking Boots,Innovate Unlimited,Nigeria,África,Sandra Anderson,Outdoor Gear,Wednesday,February,Q1,1st sem.
504.36,2000-02-16,Notebook Basic,Pioneer Tech,China,Asia,Laura Adams,Computers,Wednesday,February,Q1,1st sem.
528.93,2000-02-17,Desktop Alpha,Elite Tech,Japan,Asia,Michael Davis,Computers,Thursday,February,Q1,1st sem.
47.33,2000-02-18,Wristwatch,Pioneer Tech,USA,América,Patricia Brown,Fashion Accessories,Friday,February,Q1,1st sem.
738.83,2000-02-18,Monitor HD,Global Corp,Italy,Europa,Laura Adams,Monitors,Friday,February,Q1,1st sem.
520.41,2000-02-18,Hiking Boots,Tech Pioneers,USA,América,Sandra Anderson,Outdoor Gear,Friday,February,Q1,1st sem.
872.32,2000-02-18,Leather Office Chair,Tech Trends,India,Asia,Patricia Brown,Office Furniture,Friday,February,Q1,1st sem.
566.99,2000-02-18,Wristwatch,Reboot IT,Mexico,América,Robert Johnson,Fashion Accessories,Friday,February,Q1,1st sem.
413.16,2000-02-18,Science Fiction Novel,Future Gadgets,Mexico,América,Sandra Anderson,Books,Friday,February,Q1,1st sem.
467.18,2000-02-18,Notebook Professional,Tech Pioneers,USA,América,Patricia Brown,Computers,Friday,February,Q1,1st sem.
768.99,2000-02-19,Sunglasses,Future Gadgets,Spain,Europa,William Wilson,Fashion Accessories,Saturday,February,Q1,1st sem.
530.17,2000-02-19,Virtual Reality Headset,Pinnacle Tech,South Korea,Asia,Laura Adams,Electronics,Saturday,February,Q1,1st sem.
768.26,2000-02-19,Noise Cancelling Headphones,Global Corp,Mexico,América,Joseph Taylor,Audio Equipment,Saturday,February,Q1,1st sem.
29.06,2000-02-19,Desktop Beta,SysTech Ltd.,Canada,América,Sandra Anderson,Computers,Saturday,February,Q1,1st sem.
461.67,2000-02-19,Robot Vacuum,Pinnacle Tech,Italy,Europa,Laura Adams,Home Appliances,Saturday,February,Q1,1st sem.
279.44,2000-02-19,Ergonomic Desk,Nebula Innovations,Spain,Europa,Patricia Brown,Office Furniture,Saturday,February,Q1,1st sem.
601.66,2000-02-19,Streaming Media Player,Tech Pioneers,Spain,Europa,William Wilson,Home Electronics,Saturday,February,Q1,1st sem.
307.48,2000-02-19,Sunglasses,Global Corp,Nigeria,África,John Smith,Fashion Accessories,Saturday,February,Q1,1st sem.
172.87,2000-02-20,USB Keyboard,Global Corp,Spain,Europa,Linda Miller,Computer Accessories,Sunday,February,Q1,1st sem.
498.98,2000-02-20,Video Game Controller,Ultra Tech,Kenya,África,Robert Johnson,Video Games,Sunday,February,Q1,1st sem.
915.83,2000-02-20,Ergonomic Desk,Future Gadgets,Mexico,América,Linda Miller,Office Furniture,Sunday,February,Q1,1st sem.
306.56,2000-02-20,Bluetooth Speaker,Infinity Solutions,China,Asia,John Smith,Audio Equipment,Sunday,February,Q1,1st sem.
559.74,2000-02-20,USB Keyboard,Reboot IT,Mexico,América,Laura Adams,Computer Accessories,Sunday,February,Q1,1st sem.
60.32,2000-02-20,Decorative Throw Pillow,Pioneer Tech,Brazil,América,Sandra Anderson,Home Decor,Sunday,February,Q1,1st sem.
821.71,2000-02-21,Sculpture,Reboot IT,Spain,Europa,John Smith,Art,Monday,February,Q1,1st sem.
40.25,2000-02-21,Monitor 4K,NextGen Innovators,India,Asia,Laura Adams,Monitors,Monday,February,Q1,1st sem.
942.35,2000-02-21,Drone with Camera,Infinity Solutions,India,Asia,John Smith,Electronics,Monday,February,Q1,1st sem.
377.24,2000-02-21,Video Game Controller,Tech Pioneers,Nigeria,África,Sarah Moore,Video Games,Monday,February,Q1,1st sem.
982.48,2000-02-21,4K Television,Pioneer Tech,Nigeria,África,Sarah Moore,Home Electronics,Monday,February,Q1,1st sem.
652.42,2000-02-21,Bluetooth Speaker,Pinnacle Tech,USA,América,Joseph Taylor,Audio Equipment,Monday,February,Q1,1st sem.
560.68,2000-02-22,Smartphone Alpha,Tech Pioneers,Kenya,África,Linda Miller,Mobile Devices,Tuesday,February,Q1,1st sem.
110.44,2000-02-22,Decorative Throw Pillow,Global Corp,South Korea,Asia,Linda Miller,Home Decor,Tuesday,February,Q1,1st sem.
802.78,2000-02-22,Dumbbell Set,Global Corp,Italy,Europa,Linda Miller,Fitness Equipment,Tuesday,February,Q1,1st sem.
606.47,2000-02-22,Cat Litter Box,Global Corp,Brazil,América,William Wilson,Pet Supplies,Tuesday,February,Q1,1st sem.
169.45,2000-02-23,Notebook Basic,Gadget Galaxy,Spain,Europa,Sandra Anderson,Computers,Wednesday,February,Q1,1st sem.
264.91,2000-02-23,Solid State Drive,Tech Trends,Germany,Europa,Linda Miller,Storage Devices,Wednesday,February,Q1,1st sem.
495.12,2000-02-24,Solid State Drive,Reboot IT,Mexico,América,Sarah Moore,Storage Devices,Thursday,February,Q1,1st sem.
158.06,2000-02-24,Air Purifier,Global Corp,USA,América,William Wilson,Home Appliances,Thursday,February,Q1,1st sem.
297.62,2000-02-25,Smartphone Beta,Pioneer Tech,Japan,Asia,William Wilson,Mobile Devices,Friday,February,Q1,1st sem.
546.04,2000-02-25,Smartphone Alpha,Elite Tech,Kenya,África,Joseph Taylor,Mobile Devices,Friday,February,Q1,1st sem.
900.79,2000-02-25,Notebook Basic,Gadget Galaxy,Spain,Europa,Patricia Brown,Computers,Friday,February,Q1,1st sem.
873.89,2000-02-25,Video Game Controller,Infinity Solutions,China,Asia,John Smith,Video Games,Friday,February,Q1,1st sem.
188.8,2000-02-25,Smartphone Beta,Elite Tech,Canada,América,Robert Johnson,Mobile Devices,Friday,February,Q1,1st sem.
987.6,2000-02-25,Children's Backpack,Pinnacle Tech,Brazil,América,Sarah Moore,School Supplies,Friday,February,Q1,1st sem.
74.2,2000-02-25,Notebook Basic,Tech Pioneers,India,Asia,Laura Adams,Computers,Friday,February,Q1,1st sem.
203.77,2000-02-25,Espresso Machine,Innovate Unlimited,Mexico,América,Sandra Anderson,Kitchen Appliances,Friday,February,Q1,1st sem.
936.24,2000-02-25,Decorative Throw Pillow,Innovate Unlimited,USA,América,William Wilson,Home Decor,Friday,February,Q1,1st sem.
488.33,2000-02-25,Monitor 4K,Pioneer Tech,China,Asia,Michael Davis,Monitors,Friday,February,Q1,1st sem.
863.46,2000-02-25,Video Game Controller,Future Gadgets,Mexico,América,Sandra Anderson,Video Games,Friday,February,Q1,1st sem.
868.73,2000-02-25,Monitor 4K,Reboot IT,Japan,Asia,Patricia Brown,Monitors,Friday,February,Q1,1st sem.
167.95,2000-02-25,Virtual Reality Headset,Innovate Unlimited,Nigeria,África,William Wilson,Electronics,Friday,February,Q1,1st sem.
862.37,2000-02-25,Science Fiction Novel,Pioneer Tech,Japan,Asia,Sandra Anderson,Books,Friday,February,Q1,1st sem.
415.88,2000-02-25,Fitness Tracker,Future Gadgets,South Africa,África,Linda Miller,Wearables,Friday,February,Q1,1st sem.
440.58,2000-02-25,Landscape Painting,Reboot IT,Egypt,África,Robert Johnson,Art,Friday,February,Q1,1st sem.
335.75,2000-02-26,Drone with Camera,Tech Trends,Japan,Asia,Michael Davis,Electronics,Saturday,February,Q1,1st sem.
887.19,2000-02-26,Bluetooth Speaker,Ultra Tech,Kenya,África,Laura Adams,Audio Equipment,Saturday,February,Q1,1st sem.
112.16,2000-02-26,Solid State Drive,Gadget Galaxy,Kenya,África,Michael Davis,Storage Devices,Saturday,February,Q1,1st sem.
181.22,2000-02-26,Air Purifier,Reboot IT,Mexico,América,Laura Adams,Home Appliances,Saturday,February,Q1,1st sem.
538.67,2000-02-26,Electric Guitar,Ultra Tech,Mexico,América,William Wilson,Musical Instruments,Saturday,February,Q1,1st sem.
922.21,2000-02-26,Pet Bed,Elite Tech,Brazil,América,John Smith,Pet Supplies,Saturday,February,Q1,1st sem.
461.37,2000-02-27,Women's Sandals,Future Gadgets,Japan,Asia,Linda Miller,Footwear,Sunday,February,Q1,1st sem.
37.31,2000-02-27,Noise Cancelling Headphones,Elite Tech,Spain,Europa,Laura Adams,Audio Equipment,Sunday,February,Q1,1st sem.
247.47,2000-02-27,Wall Art,Ultra Tech,Kenya,África,Michael Davis,Home Decor,Sunday,February,Q1,1st sem.
680.18,2000-02-27,Cat Litter Box,Reboot IT,China,Asia,Sarah Moore,Pet Supplies,Sunday,February,Q1,1st sem.
380.94,2000-02-27,Yoga Mat,Tech Trends,Italy,Europa,Sandra Anderson,Fitness Equipment,Sunday,February,Q1,1st sem.
242.87,2000-02-27,Video Game Controller,Ultra Tech,France,Europa,Michael Davis,Video Games,Sunday,February,Q1,1st sem.
442.78,2000-02-28,Tablet Beta,Elite Tech,France,Europa,Michael Davis,Mobile Devices,Monday,February,Q1,1st sem.
252.01,2000-02-28,4K Television,Reboot IT,China,Asia,Laura Adams,Home Electronics,Monday,February,Q1,1st sem.
328.77,2000-02-28,Smart Watch,SysTech Ltd.,Japan,Asia,Patricia Brown,Wearables,Monday,February,Q1,1st sem.
478.06,2000-02-28,Smartphone Alpha,NextGen Innovators,South Korea,Asia,William Wilson,Mobile Devices,Monday,February,Q1,1st sem.
651.39,2000-02-28,Smart Watch,Nebula Innovations,Kenya,África,John Smith,Wearables,Monday,February,Q1,1st sem.
992.76,2000-02-28,Ergonomic Desk,Future Gadgets,China,Asia,William Wilson,Office Furniture,Monday,February,Q1,1st sem.
87.14,2000-02-29,Espresso Machine,Innovate Unlimited,Mexico,América,Laura Adams,Kitchen Appliances,Tuesday,February,Q1,1st sem.
758.54,2000-02-29,Decorative Throw Pillow,Pinnacle Tech,South Korea,Asia,Sandra Anderson,Home Decor,Tuesday,February,Q1,1st sem.
501.77,2000-02-29,Electric Guitar,Pioneer Tech,Germany,Europa,Patricia Brown,Musical Instruments,Tuesday,February,Q1,1st sem.
633.33,2000-02-29,Ergonomic Desk,Innovate Unlimited,China,Asia,Robert Johnson,Office Furniture,Tuesday,February,Q1,1st sem.
52.44,2000-02-29,Bluetooth Speaker,Pioneer Tech,Italy,Europa,Michael Davis,Audio Equipment,Tuesday,February,Q1,1st sem.
771.84,2000-02-29,Solid State Drive,SysTech Ltd.,South Africa,África,Patricia Brown,Storage Devices,Tuesday,February,Q1,1st sem.
291.35,2000-02-29,Acoustic Piano,Ultra Tech,Kenya,África,Robert Johnson,Musical Instruments,Tuesday,February,Q1,1st sem.
227.97,2000-02-29,Pet Bed,Reboot IT,Italy,Europa,Robert Johnson,Pet Supplies,Tuesday,February,Q1,1st sem.
852.03,2000-02-29,Monitor 4K,Pioneer Tech,Brazil,América,Sandra Anderson,Monitors,Tuesday,February,Q1,1st sem.
833.52,2000-02-29,USB Keyboard,NextGen Innovators,Egypt,África,Joseph Taylor,Computer Accessories,Tuesday,February,Q1,1st sem.
378.49,2000-03-01,Cat Litter Box,Pinnacle Tech,USA,América,William Wilson,Pet Supplies,Wednesday,March,Q1,1st sem.
536.72,2000-03-01,Ergonomic Desk,Tech Trends,Germany,Europa,Linda Miller,Office Furniture,Wednesday,March,Q1,1st sem.
119.5,2000-03-01,Decorative Throw Pillow,Nebula Innovations,China,Asia,Patricia Brown,Home Decor,Wednesday,March,Q1,1st sem.
575.62,2000-03-01,Sunglasses,Infinity Solutions,Germany,Europa,Michael Davis,Fashion Accessories,Wednesday,March,Q1,1st sem.
310.65,2000-03-01,Decorative Throw Pillow,Elite Tech,Mexico,América,Sarah Moore,Home Decor,Wednesday,March,Q1,1st sem.
517.32,2000-03-01,Streaming Media Player,NextGen Innovators,USA,América,John Smith,Home Electronics,Wednesday,March,Q1,1st sem.
938.9,2000-03-01,Notebook Professional,Nebula Innovations,China,Asia,Laura Adams,Computers,Wednesday,March,Q1,1st sem.
145.17,2000-03-01,Stainless Steel Water Bottle,Elite Tech,South Korea,Asia,Sarah Moore,Outdoor Gear,Wednesday,March,Q1,1st sem.
259.7,2000-03-02,Video Game Controller,Future Gadgets,Germany,Europa,Robert Johnson,Video Games,Thursday,March,Q1,1st sem.
460.8,2000-03-03,Wall Art,Global Corp,Brazil,América,Linda Miller,Home Decor,Friday,March,Q1,1st sem.
171.72,2000-03-03,Yoga Mat,Ultra Tech,Canada,América,Linda Miller,Fitness Equipment,Friday,March,Q1,1st sem.
132.75,2000-03-03,Microwave Oven,Global Corp,India,Asia,John Smith,Kitchen Appliances,Friday,March,Q1,1st sem.
487.48,2000-03-03,Desktop Alpha,Gadget Galaxy,Nigeria,África,Sarah Moore,Computers,Friday,March,Q1,1st sem.
534.88,2000-03-03,Dumbbell Set,Pioneer Tech,Italy,Europa,Robert Johnson,Fitness Equipment,Friday,March,Q1,1st sem.
819.56,2000-03-03,Cat Litter Box,Pioneer Tech,Kenya,África,William Wilson,Pet Supplies,Friday,March,Q1,1st sem.
167.65,2000-03-03,Wall Art,Nebula Innovations,Kenya,África,John Smith,Home Decor,Friday,March,Q1,1st sem.
370.49,2000-03-03,Acoustic Piano,Infinity Solutions,South Africa,África,Sarah Moore,Musical Instruments,Friday,March,Q1,1st sem.
344.21,2000-03-03,Smartphone Beta,Infinity Solutions,Germany,Europa,William Wilson,Mobile Devices,Friday,March,Q1,1st sem.
722.29,2000-03-03,Fitness Tracker,Future Gadgets,South Africa,África,William Wilson,Wearables,Friday,March,Q1,1st sem.
186.5,2000-03-03,Bluetooth Speaker,Ultra Tech,South Korea,Asia,William Wilson,Audio Equipment,Friday,March,Q1,1st sem.
567.55,2000-03-04,Children's Backpack,Elite Tech,Nigeria,África,Robert Johnson,School Supplies,Saturday,March,Q1,1st sem.
477.18,2000-03-04,Leather Office Chair,Pinnacle Tech,France,Europa,Robert Johnson,Office Furniture,Saturday,March,Q1,1st sem.
99.73,2000-03-04,Air Purifier,Tech Pioneers,Canada,América,John Smith,Home Appliances,Saturday,March,Q1,1st sem.
752.31,2000-03-04,Notebook Basic,Pioneer Tech,Canada,América,Robert Johnson,Computers,Saturday,March,Q1,1st sem.
999.9,2000-03-04,Men's Sneakers,Elite Tech,Italy,Europa,Robert Johnson,Footwear,Saturday,March,Q1,1st sem.
914.07,2000-03-04,Smartphone Alpha,Elite Tech,Mexico,América,Sandra Anderson,Mobile Devices,Saturday,March,Q1,1st sem.
